Date,Reliance,Kotak Bank,HDFC Bank,Baj Finance,TITAN,L & T,TATA Motors,Britannia,Asian Paint
2017/04/19,677.973511,875.599976,724.5,1242.949951,472.25,1113.699951,443.049988,1715.625,1048.900024
2017/04/20,678.344971,889.150024,731.075012,1252,479.5,1120.800049,443.950012,1689.675049,1058.800049
2017/04/21,694.665283,880.400024,748.299988,1246.949951,479.399994,1125,440.600006,1688.275024,1065.449951
2017/04/24,702.045288,895.75,766.525024,1271.75,482.350006,1155.133301,443.850006,1694.074951,1069.949951
2017/04/25,709.673035,898,768.525024,1341.699951,483.649994,1164.06665,445.649994,1738.724976,1097.900024
2017/04/26,701.574768,900.349976,775.325012,1309.699951,479.799988,1167.533325,450.799988,1776.699951,1104.650024
2017/04/27,698.132385,916.650024,784.299988,1285.699951,478.299988,1177.833374,455.350006,1777.525024,1105.349976
2017/04/28,691.049561,901.950012,773.25,1276.199951,470.25,1166.533325,458.899994,1812.275024,1120.449951
2017/05/02,678.840271,917.900024,770.299988,1268.599976,485.100006,1154.699951,451.25,1786.974976,1112.099976
2017/05/03,678.617371,916.950012,772.150024,1270.099976,483.399994,1146.800049,446.600006,1790.25,1118.900024
2017/05/04,672.599426,905.450012,767.400024,1296.550049,492.649994,1154.43335,436.5,1796.050049,1132.599976
2017/05/05,657.888855,908.299988,766.099976,1274.25,491.200012,1149.599976,419.600006,1764.675049,1146.800049
2017/05/08,654.496033,907.349976,767.400024,1272,484.549988,1139.733276,422.649994,1771.474976,1167.349976
2017/05/09,658.929016,906.849976,767.875,1286.099976,467.149994,1163.099976,426.799988,1796.474976,1165.300049
2017/05/10,673.169006,927.650024,775.900024,1327,482.399994,1159.5,432.299988,1855.650024,1158.300049
2017/05/11,673.391907,936.799988,773.200012,1339.699951,501.149994,1157.900024,427.450012,1854.175049,1166.449951
2017/05/12,668.884644,954.650024,775.825012,1314.75,495,1160.400024,430.850006,1852.125,1132.949951
2017/05/15,665.739441,973.299988,776.700012,1332.949951,483.649994,1161.599976,431.899994,1870.775024,1148.050049
2017/05/16,671.782166,959.849976,779.825012,1347.75,488.299988,1160.466675,437.25,1876.425049,1142.849976
2017/05/17,670.197205,951.200012,778.575012,1324.800049,481.75,1170.300049,449.100006,1834.800049,1154.949951
2017/05/18,657.443115,942.849976,778.549988,1314.550049,471.649994,1148.400024,437.950012,1777.724976,1151.349976
2017/05/19,653.233032,937.349976,780.625,1289.150024,471.149994,1149.699951,443.350006,1791.349976,1123.150024
2017/05/22,655.858093,941.25,788,1242.150024,481.399994,1167.966675,449.649994,1816.724976,1112.550049
2017/05/23,646.645447,940.25,784.549988,1233.75,478.350006,1160.5,450.5,1797.099976,1098.900024
2017/05/24,642.757324,936.099976,783.375,1224.349976,469.200012,1122.966675,469.549988,1766.650024,1091.199951
2017/05/25,645.109985,956.5,808.575012,1258.849976,463.899994,1179.233276,476,1758.900024,1113.199951
2017/05/26,662.371399,965.049988,813,1317.800049,473.450012,1191.733276,481.100006,1707.925049,1132.449951
2017/05/29,672.079346,968.549988,815.950012,1307.449951,470.649994,1188.266724,481.5,1709.199951,1146.550049
2017/05/30,673.292847,961.950012,814.525024,1321.550049,469.799988,1178.366699,481.299988,1712.724976,1159.449951
2017/05/31,664.05542,966.049988,818.099976,1326.949951,474.899994,1173.800049,476.149994,1766.324951,1151.199951
2017/06/01,657.888855,962.650024,814.299988,1327.349976,470.700012,1195.199951,476.649994,1802.949951,1160.449951
2017/06/02,656.155273,965.25,817.125,1361.25,471.75,1189.333374,478.75,1795.800049,1164.300049
2017/06/05,658.433716,967,817.775024,1363.099976,551.849976,1203.266724,478.149994,1821.650024,1161.550049
2017/06/06,650.236389,966.400024,819.474976,1336.650024,527.150024,1183.43335,461,1813.675049,1153.150024
2017/06/07,663.213379,968.650024,820.400024,1343.150024,536.200012,1192.400024,458,1821.800049,1161.5
2017/06/08,659.597656,978.849976,822.375,1361.699951,529.099976,1182.833374,460.799988,1819.650024,1143.300049
2017/06/09,661.578918,985.099976,833.400024,1376.849976,525.450012,1185.466675,467.100006,1836.5,1155.75
2017/06/12,653.530212,976.700012,834.375,1364.949951,515.799988,1157.733276,456.25,1813.324951,1150.699951
2017/06/13,651.00415,974.200012,838.349976,1371.5,520.549988,1159.333374,449.549988,1813.050049,1149.699951
2017/06/14,672.376526,968.049988,835.599976,1361,521.900024,1176.300049,451.950012,1806.775024,1149.599976
2017/06/15,685.477356,962.599976,832.174988,1405.25,517.650024,1156.900024,448.299988,1782.400024,1140.300049
2017/06/16,687.879578,982.650024,834.625,1410.300049,516.400024,1151.133301,455.75,1784.474976,1145.400024
2017/06/19,698.008606,987.549988,846.450012,1399.849976,515.200012,1170.533325,452.350006,1796.125,1154.150024
2017/06/20,699.544006,983.049988,843.275024,1409.599976,526.700012,1167,467.399994,1791.900024,1149.449951
2017/06/21,704.32373,991.950012,849.349976,1416.650024,523.099976,1169.466675,457.299988,1835.150024,1155.400024
2017/06/22,709.598694,997.900024,849,1401.800049,519.900024,1157.599976,452.700012,1820.875,1162.550049
2017/06/23,711.183716,985.200012,839.325012,1400.75,513.299988,1148.466675,443.149994,1824.75,1153.650024
2017/06/27,711.827576,974.75,833.825012,1349.949951,516,1134.466675,442.299988,1823.775024,1134.150024
2017/06/28,692.684021,972.200012,833.224976,1372.349976,507.299988,1135.5,442.5,1818.074951,1109.150024
2017/06/29,689.811279,948.349976,831.525024,1376.300049,509.600006,1135.766724,435.600006,1818.599976,1104.550049
2017/06/30,683.520935,955.75,826.025024,1373.099976,524.450012,1125.06665,432.549988,1845.025024,1102.949951
2017/07/03,684.040955,948.849976,829.299988,1387.150024,532.400024,1124.833374,430.25,1851.875,1120.25
2017/07/04,704.29895,958.799988,826.674988,1379.550049,535.549988,1122.233276,426.899994,1874.025024,1108.550049
2017/07/05,714.551758,959.849976,824.375,1398.550049,531.799988,1130.199951,431.75,1866.724976,1126.650024
2017/07/06,714.502258,958.099976,829.075012,1399.300049,533.950012,1131.733276,437.100006,1865.699951,1132.150024
2017/07/07,738.574036,964.700012,833.599976,1391.699951,532.5,1136.266724,436.850006,1846.175049,1115.449951
2017/07/10,739.416077,968,838.174988,1412.800049,536.75,1154.766724,446.950012,1857.974976,1127.75
2017/07/11,740.159058,958.75,840.200012,1419.199951,528.700012,1160.733276,456.950012,1848.525024,1131.75
2017/07/12,748.455383,956.650024,840.625,1443.699951,530.799988,1159.699951,461,1851.074951,1133.699951
2017/07/13,753.903748,962.099976,841.775024,1485.900024,534.150024,1175.099976,459.049988,1863.800049,1125.5
2017/07/14,759.674072,977.200012,839.974976,1499.400024,533.650024,1171.199951,451.299988,1859.599976,1117.349976
2017/07/17,768.589539,979.700012,841.174988,1538.5,533.75,1171.25,454.149994,1848.849976,1125.449951
2017/07/18,752.814087,977.099976,841.775024,1512.349976,527.75,1177.900024,456.149994,1871.474976,1146.599976
2017/07/19,759.277832,994.200012,846.150024,1541.849976,533.049988,1181.300049,460.600006,1903.099976,1155.849976
2017/07/20,757.27179,980,855.450012,1595.349976,529.799988,1185.650024,460.149994,1895.550049,1155.550049
2017/07/21,785.058411,999.450012,851.525024,1621.349976,543.200012,1179.25,464.600006,1917.025024,1156.099976
2017/07/24,800.041382,992.950012,867.549988,1597.400024,538.150024,1178,464,1914.724976,1155.75
2017/07/25,793.552917,987.950012,869.825012,1627.5,536.150024,1170.849976,456.100006,1925.25,1150.099976
2017/07/26,803.756165,986.549988,873.775024,1687.150024,537.900024,1180.25,457.299988,1925.300049,1134
2017/07/27,789.912415,998.150024,894.825012,1679.349976,527.450012,1182.050049,445.399994,1937.949951,1148.800049
2017/07/28,789.739075,1012.700012,889.25,1701.349976,533.150024,1161.400024,445.850006,1953.324951,1153.25
2017/07/31,800.016663,1021.650024,892.200012,1703.099976,544.25,1193.949951,444.600006,1960.800049,1161.699951
2017/08/01,794.271118,1015.299988,898.599976,1716.25,539.349976,1190.050049,446.899994,1953.75,1148.199951
2017/08/02,806.950928,1010.900024,895.825012,1707.199951,552.799988,1176.800049,440.350006,1932.050049,1144.5
2017/08/03,817.302795,996.400024,889.974976,1701.75,558.049988,1174.75,431.450012,1936.974976,1146.099976
2017/08/04,803.458984,996.200012,895.125,1723.449951,611.200012,1175.849976,435.600006,1958.699951,1157.300049
2017/08/07,800.586243,997.900024,894.275024,1798.150024,614.849976,1179.949951,430,2053.899902,1149.650024
2017/08/08,793.751038,987.700012,888.950012,1779.800049,609.400024,1171.199951,430,2036.175049,1147.349976
2017/08/09,791.893616,992.400024,882.224976,1697.699951,619.150024,1153.900024,416.049988,2029.449951,1155.550049
2017/08/10,784.736511,996.799988,880.224976,1635.599976,610.349976,1157.699951,380.200012,2059.600098,1151.099976
2017/08/11,765.865356,992.200012,874.525024,1695.400024,607,1131.949951,374.5,2050.975098,1143.900024
2017/08/14,779.139526,982.599976,878.599976,1710.900024,630.400024,1146.900024,375.399994,2080,1154
2017/08/16,775.697144,1000.549988,890.625,1721.349976,627.700012,1142.25,389.25,2149.975098,1141.300049
2017/08/17,776.192444,989,882.700012,1728.75,621.5,1134,385.299988,2125.25,1134.949951
2017/08/18,780.303528,983.549988,876.075012,1704.949951,623.5,1130.599976,380.399994,2125.725098,1140
2017/08/21,774.855164,969.549988,871.599976,1690.599976,615.5,1127.099976,374.350006,2114.899902,1134.449951
2017/08/22,772.700562,970.799988,873.5,1682.900024,615.099976,1117.699951,373.600006,2099.425049,1129.449951
2017/08/23,783.59729,980.099976,886.224976,1779.300049,607.5,1124.150024,379.950012,2123.574951,1141.300049
2017/08/24,776.663025,972.099976,881.25,1760.099976,606.799988,1131.699951,384.149994,2107.050049,1135.599976
2017/08/28,775.920044,976.049988,881.125,1829.949951,612.25,1138.900024,379.299988,2094.149902,1155.900024
2017/08/29,758.881531,964.400024,873.075012,1773.400024,600.450012,1130.050049,376.100006,2086.300049,1151.699951
2017/08/30,774.706543,971.349976,884.275024,1788.050049,611.599976,1139.650024,378.5,2120.675049,1153.349976
2017/08/31,789.763855,976,888.224976,1781.900024,617.099976,1136.300049,376.549988,2115.475098,1168.550049
2017/09/01,797.490601,992.549988,883.799988,1799.949951,613.5,1139.199951,390.850006,2121.975098,1215.900024
2017/09/04,799.100342,978.099976,875.450012,1801.349976,612.25,1130.650024,383.399994,2109.824951,1197.050049
2017/09/05,808.634949,988.400024,877.674988,1794.400024,638.849976,1126.650024,388.149994,2130.300049,1206.349976
2017/09/06,814.974854,996.150024,879.950012,1858.949951,640.799988,1117.599976,382.700012,2123.925049,1206.050049
2017/09/07,810.41803,993.5,883.275024,1963.199951,637,1129.099976,378.149994,2130.550049,1198.650024
2017/09/08,809.229309,1007.549988,893.825012,1891.199951,633.400024,1172.400024,375.049988,2144.125,1203.949951
2017/09/11,810.21991,1006.5,911.674988,1920.449951,632.950012,1217.849976,375.299988,2148.649902,1238.050049
2017/09/12,816.015015,1021.75,917.599976,1894.400024,637.900024,1230.25,388.25,2158.600098,1256.349976
2017/09/13,841.027893,1020.150024,920.924988,1907.150024,630.299988,1223.349976,389.649994,2164.975098,1254.949951
2017/09/14,835.92627,1007.599976,919.700012,1909.900024,633.549988,1214.199951,404.399994,2170.324951,1246.050049
2017/09/15,833.895508,1005.049988,924.474976,1902.75,632.150024,1212.400024,401.75,2178.5,1245.5
2017/09/18,837.610291,1017.049988,930.224976,1911.650024,646.099976,1237.949951,404.950012,2194.225098,1255.949951
2017/09/19,830.725525,1034.349976,924.849976,1911.800049,641.549988,1225.900024,423.649994,2185.100098,1253.300049
2017/09/20,839.195251,1023.200012,924.424988,1904.900024,630.799988,1235.949951,414.799988,2175.524902,1237.300049
2017/09/21,833.449707,1029.150024,919.549988,1919.5,618.549988,1228.050049,413.649994,2164.050049,1229.099976
2017/09/22,809.724609,1021.900024,912.049988,1863.150024,602.299988,1184.800049,411.799988,2135.149902,1213.25
2017/09/25,813.835632,999.5,899.875,1796,602.150024,1165.199951,408.200012,2140.550049,1196.949951
2017/09/26,812.399292,994,896.150024,1840.099976,592.25,1162.900024,411.25,2163,1174
2017/09/27,791.645996,979.599976,888.25,1806.75,590,1137.199951,404.899994,2150.875,1160
2017/09/28,779.065247,1005.25,897.650024,1842.849976,575.650024,1133.349976,401.399994,2169.850098,1130
2017/09/29,773.567383,1002.25,902.849976,1838.050049,584.549988,1142.050049,401.5,2172.125,1131.699951
2017/10/03,790.853516,1006.549988,904.424988,1867.800049,600.049988,1134.900024,416,2170.024902,1148.800049
2017/10/04,811.161011,1029.449951,898.5,1862.650024,600.900024,1138.300049,423.549988,2170.925049,1154.050049
2017/10/05,816.411255,1032.800049,899.299988,1866.199951,595.75,1132.050049,423.299988,2181.824951,1153.25
2017/10/06,829.190125,1039.5,900.049988,1923.599976,596.599976,1141.800049,424.850006,2180.925049,1157.300049
2017/10/09,822.85022,1049.949951,897.75,1941.300049,616.150024,1140.949951,425.600006,2172.25,1158.599976
2017/10/10,835.282349,1055.650024,901.349976,1950.800049,615.849976,1142.699951,423.600006,2174.300049,1163
2017/10/11,832.260986,1043.849976,895.075012,1923.550049,610.599976,1133.849976,415.5,2187.975098,1160.599976
2017/10/12,864.554871,1057.599976,909.400024,1953.150024,623.450012,1143.650024,420.149994,2272.225098,1158.800049
2017/10/13,868.220154,1082.349976,925.400024,1953.050049,625.150024,1138.650024,424.799988,2291.100098,1174.25
2017/10/16,868.566833,1082.5,928.575012,1886.300049,627.450012,1144.699951,437.049988,2270.050049,1171.050049
2017/10/17,866.139832,1078.599976,925.625,1867.099976,625.75,1148.75,432.299988,2307.649902,1197.150024
2017/10/18,905.912842,1095.900024,934.25,1868.5,612.900024,1141.400024,433.200012,2342.925049,1179.650024
2017/10/19,901.356018,1077.75,924.200012,1845.900024,606.950012,1139.75,426.950012,2318.125,1178.5
2017/10/23,930.925781,1061.550049,931.650024,1833.75,604.049988,1135.75,422.75,2327.600098,1174.150024
2017/10/24,925.477417,1065.699951,933.549988,1826.050049,606.049988,1142.550049,416.049988,2312.925049,1222.900024
2017/10/25,931.074341,1010.549988,897.549988,1726.349976,590.75,1204.199951,421.950012,2322.125,1201.699951
2017/10/26,938.503906,1018.900024,897.674988,1746.75,584.650024,1223.5,419.399994,2302.324951,1191.150024
2017/10/27,921.118713,1029,895.525024,1819,590.049988,1224.650024,429.899994,2298.675049,1184.550049
2017/10/30,933.649902,1028.900024,907.5,1804.300049,618.299988,1236.949951,436.549988,2372.949951,1182.550049
2017/10/31,932.015442,1025.050049,904.25,1800.599976,635.25,1222.300049,428.399994,2319.75,1180.849976
2017/11/01,943.605591,1024.349976,910.599976,1806.75,637.450012,1215.300049,437.75,2348.625,1175.949951
2017/11/02,937.711426,1019.549988,911.049988,1810.199951,655.150024,1210.949951,434.899994,2329.324951,1178.400024
2017/11/03,936.423645,1015.5,915.349976,1836.949951,659.75,1235,447.700012,2329.050049,1172.449951
2017/11/06,923.743835,1009.75,914.299988,1822,783.700012,1224.699951,462.899994,2321.524902,1162.349976
2017/11/07,898.186096,1013.299988,911.849976,1802.550049,753.799988,1211.050049,451.850006,2324.5,1141.449951
2017/11/08,879.463562,1011.400024,912.974976,1775.699951,743.299988,1218.199951,438.200012,2326.75,1172.199951
2017/11/09,892.044312,1005.349976,913.924988,1753,777.900024,1215.900024,440.149994,2378.975098,1195.599976
2017/11/10,875.550659,993.400024,911,1745,782.049988,1264.949951,422.549988,2436.5,1178.599976
2017/11/13,867.031433,994.700012,906.775024,1728.75,765.099976,1240.550049,418.100006,2441.149902,1174.949951
2017/11/14,878.373901,999.200012,901.174988,1754.900024,774.299988,1210.199951,414.299988,2394.175049,1155.050049
2017/11/15,875.402039,1011.5,900.125,1713.800049,771.049988,1209.5,408.649994,2374.875,1181.550049
2017/11/16,895.362854,1017.450012,903.849976,1764.25,768.299988,1219.300049,413.450012,2368.350098,1179.550049
2017/11/17,903.33728,1023.200012,912.775024,1787.349976,786.299988,1222.800049,421.799988,2375.024902,1171.300049
2017/11/20,912.203247,1040.550049,919.075012,1805.25,783.950012,1229.800049,423,2381.600098,1166.349976
2017/11/21,923.793335,1029.849976,923.125,1809.75,815.450012,1222.650024,424.25,2408.449951,1160.300049
2017/11/22,922.010254,1026.25,927.625,1773.949951,813.150024,1222.699951,428.600006,2387.574951,1174.300049
2017/11/23,938.107666,1022.099976,921.424988,1763.650024,805.900024,1215.949951,426.25,2391.175049,1159.599976
2017/11/24,942.169189,1030.349976,925.700012,1790,829.299988,1218.5,425.5,2371,1159.599976
2017/11/27,942.416809,1036.449951,928.775024,1773.25,832.599976,1224.75,421.399994,2398.449951,1156.5
2017/11/28,934.491943,1029.849976,932.674988,1766.400024,818.099976,1211.699951,415.950012,2397.350098,1171
2017/11/29,937.117065,1026.25,936.650024,1756.300049,818.099976,1217.849976,413.950012,2405.574951,1153.849976
2017/11/30,912.896667,1000.299988,926.849976,1727.050049,818.900024,1216.550049,404.149994,2407.800049,1146.75
2017/12/01,901.554138,1005.150024,924.099976,1711.599976,805.25,1211.650024,398.899994,2402.975098,1133.75
2017/12/04,893.133972,997.950012,917.049988,1675.949951,804.549988,1217.5,403.649994,2381.625,1121
2017/12/05,905.120361,999.849976,910.224976,1707.400024,792.599976,1209.900024,402.25,2380.925049,1115
2017/12/06,917.948792,999.650024,901.650024,1671.449951,773.599976,1191.25,397.049988,2380.225098,1104.349976
2017/12/07,922.802734,1001.599976,904.825012,1676.300049,800.599976,1218.400024,402,2461.625,1144.400024
2017/12/08,912.351807,1009,920.200012,1702.25,810.950012,1220.349976,411.149994,2427.925049,1135.5
2017/12/11,907.547363,1008.5,923.200012,1707.800049,820.599976,1221.849976,410.149994,2434.600098,1125.849976
2017/12/12,907.002502,1000.400024,909.950012,1699.25,822.400024,1202.900024,406.850006,2430.050049,1117.400024
2017/12/13,906.061462,1014.900024,910.674988,1671.800049,818.950012,1189.25,401.950012,2407.425049,1116.550049
2017/12/14,912.847107,1024.650024,919.025024,1685.849976,816.25,1188.800049,402.399994,2347.425049,1123.449951
2017/12/15,911.113525,1030.099976,936.724976,1729.599976,832.849976,1203.550049,405.100006,2351.800049,1118.699951
2017/12/18,912.351807,1023.200012,939.474976,1756.849976,840.099976,1217.900024,405.799988,2349.75,1137.150024
2017/12/19,917.25531,1021.349976,942.25,1757.75,868.349976,1219.900024,420.100006,2378.274902,1137.699951
2017/12/20,909.528564,1012.700012,934.075012,1770.400024,862.950012,1232.5,422.600006,2372.699951,1135.5
2017/12/21,904.37738,1010.549988,934.150024,1748.050049,858.450012,1258.800049,420.799988,2366.350098,1137.900024
2017/12/22,911.757446,1010.049988,938.325012,1782.449951,856.849976,1266.150024,422,2373.324951,1138
2017/12/26,921.069214,1016.25,934.174988,1789.5,854.799988,1269.699951,424.200012,2372.800049,1150.75
2017/12/27,915.075989,1014.049988,928.375,1770.949951,849.049988,1257.849976,422.450012,2367.574951,1149.050049
2017/12/28,915.52179,1004.75,939.025024,1755.150024,851.700012,1252.75,418.600006,2333.024902,1144.400024
2017/12/29,912.401367,1010.200012,936.200012,1756.699951,858.150024,1258.25,431.850006,2354.625,1158.5
2018/01/01,901.207458,999.950012,927.25,1725.650024,852.450012,1260.699951,424.450012,2369.125,1143.650024
2018/01/02,902.594299,1003.200012,936.174988,1724.650024,845.150024,1249.75,439.299988,2328.024902,1142.75
2018/01/03,906.210022,1000.099976,926.325012,1715.300049,856.299988,1275.300049,433.899994,2340.475098,1141.900024
2018/01/04,911.658386,1000.400024,929.950012,1754,892.900024,1315.699951,429.950012,2313.199951,1172.050049
2018/01/05,914.580688,1003.049988,931.799988,1814.5,909.700012,1314.900024,431.600006,2322.050049,1185.25
2018/01/08,919.830933,1006.099976,930.299988,1836.849976,926.099976,1338.25,433.549988,2346.875,1182
2018/01/09,932.114502,1009.75,931.849976,1819.5,932.950012,1332.75,437.549988,2320.975098,1193.050049
2018/01/10,933.501343,1002.25,932.099976,1802.199951,917.599976,1323.75,433.299988,2337.375,1177.400024
2018/01/11,928.944519,1017.650024,936.275024,1780.349976,906.900024,1323.550049,434.75,2360.774902,1188.949951
2018/01/12,940.088867,1023.349976,932.650024,1770.099976,903.799988,1329.150024,437.100006,2354.149902,1189.699951
2018/01/15,940.237488,1038.349976,948.875,1738.150024,918.25,1325.949951,432.350006,2359.925049,1204.050049
2018/01/16,914.283508,1033.25,950.075012,1687.349976,889.400024,1326.199951,421.899994,2338.675049,1188.75
2018/01/17,915.81897,1027.099976,945.25,1701.199951,893.099976,1353.349976,422.950012,2374.899902,1193.75
2018/01/18,911.064026,1046.5,967.150024,1660.699951,885.849976,1360.800049,418.950012,2315.75,1188.25
2018/01/19,922.555115,1060.550049,976.099976,1701.900024,891.450012,1371.449951,418.049988,2342.225098,1189.900024
2018/01/22,962.377625,1074.099976,981.674988,1706.349976,909.75,1398.849976,421.899994,2353.675049,1176
2018/01/23,974.017273,1075.449951,975.650024,1708.699951,905.700012,1410.699951,418,2368.225098,1169.900024
2018/01/24,957.276001,1080.099976,978.825012,1739.150024,886.900024,1401.199951,403.600006,2359.625,1151.050049
2018/01/25,956.8302,1092.349976,987.474976,1710.300049,884.099976,1416.5,400.299988,2312.800049,1150.449951
2018/01/29,955.443359,1115.099976,999.825012,1715.300049,896.200012,1431.949951,399.25,2346.050049,1152.050049
2018/01/30,941.475769,1088.050049,997.75,1678.400024,884.150024,1429.900024,395.850006,2352.800049,1126.699951
2018/01/31,952.273376,1108.949951,1002.849976,1677.849976,869.549988,1416.5,399.5,2342.074951,1128.300049
2018/02/01,934.987244,1120.949951,995.575012,1729.449951,831,1455.599976,393.649994,2370.25,1153
2018/02/02,895.858154,1085.949951,974,1628.900024,822.200012,1415.449951,383.75,2363.225098,1137.900024
2018/02/05,893.678833,1062.25,956.924988,1604.949951,802.299988,1363.650024,395.799988,2308.350098,1134.099976
2018/02/06,883.723206,1033.800049,948.400024,1662.150024,782.650024,1353.050049,375.450012,2265.225098,1110.25
2018/02/07,886.001587,1036.300049,936.400024,1641.650024,783.650024,1333.75,377.799988,2275.225098,1121.099976
2018/02/08,896.056274,1051.75,940.474976,1662.150024,800.75,1347.400024,374.850006,2314,1124.050049
2018/02/09,889.419189,1032,924.75,1639.400024,796.799988,1329.25,368.75,2320.574951,1130.75
2018/02/12,906.903442,1042.949951,938.325012,1643.800049,809.049988,1350.5,371.799988,2386.25,1144.400024
2018/02/14,924.883057,1042.449951,941.575012,1669.949951,813.700012,1361.199951,376.850006,2382.074951,1139.150024
2018/02/15,926.864258,1042.150024,940.950012,1677.050049,814.849976,1350.349976,375.799988,2377.875,1135.449951
2018/02/16,912.648987,1050.199951,939.299988,1675.25,803.200012,1328.400024,370.75,2390.975098,1143.849976
2018/02/19,918.295471,1056.199951,939.099976,1642.699951,803.950012,1295.5,368.75,2366.649902,1120.349976
2018/02/20,912.450867,1045.800049,931.599976,1638.75,832.25,1290.599976,369.299988,2367.050049,1126.400024
2018/02/21,920.623413,1055.050049,928.700012,1596.449951,822.900024,1282.800049,364.450012,2384.875,1127.199951
2018/02/22,915.670349,1072.5,926.599976,1600.349976,817.5,1292,358.5,2427.925049,1118.099976
2018/02/23,925.477417,1080.849976,940.275024,1633.400024,814.200012,1301.699951,360.200012,2480.949951,1101.800049
2018/02/26,929.88562,1105.150024,955.775024,1674.949951,819.700012,1344.25,372.049988,2482.375,1104.800049
2018/02/27,941.574829,1093.050049,951.275024,1656.800049,822.599976,1338.099976,372.549988,2476.125,1110.349976
2018/02/28,945.586792,1090.550049,942.099976,1640.25,816.150024,1318.150024,369.899994,2497.125,1117.75
2018/03/01,939.494507,1095.699951,937.174988,1659.349976,810.200012,1315.199951,370.75,2471.925049,1118.900024
2018/03/05,915.422729,1100,934.974976,1636.949951,808.900024,1300.699951,352.049988,2451.225098,1105.949951
2018/03/06,902.297119,1082.449951,923.125,1637.75,807.650024,1283.400024,346.5,2412.600098,1101.599976
2018/03/07,881.395264,1085.099976,916.299988,1618.349976,814.849976,1263.300049,347.799988,2442.350098,1107.25
2018/03/08,902.891479,1082.300049,926.424988,1628.050049,817.700012,1283.800049,345.149994,2424.199951,1127.599976
2018/03/09,904.526001,1082.449951,925.525024,1654.199951,819.099976,1290.5,341.5,2420.899902,1129.099976
2018/03/12,921.564514,1100.599976,933.625,1665.25,829.099976,1310.050049,352.600006,2433.399902,1131.5
2018/03/13,923.099915,1083.900024,930.125,1680.699951,851.950012,1302.75,353.149994,2434.975098,1140.300049
2018/03/14,920.326233,1081.75,932.25,1710.099976,865,1303.25,354.049988,2411.875,1137
2018/03/15,903.23822,1085.650024,940.400024,1726.25,872.5,1295.099976,353.100006,2434.125,1160.800049
2018/03/16,891.598511,1060.75,926.5,1687.900024,879.25,1269.300049,339.75,2430.300049,1122.75
2018/03/19,887.091248,1049,923.625,1631.849976,869,1279.550049,335.700012,2407.774902,1102.550049
2018/03/20,881.444763,1045.300049,919.75,1657.300049,871.75,1293.5,338.799988,2412.524902,1106.5
2018/03/21,888.478088,1051.099976,929.450012,1704.550049,872.25,1309.349976,333.850006,2417.225098,1103.550049
2018/03/22,899.622498,1053.050049,933.875,1695.599976,887.549988,1296.25,338.200012,2419.100098,1107.099976
2018/03/23,885.506287,1038.800049,920.775024,1685.300049,895.049988,1267.900024,330.850006,2419.824951,1112.650024
2018/03/26,892.638672,1039.349976,946.724976,1741.599976,939.049988,1297.400024,332.350006,2429,1117.550049
2018/03/27,891.350891,1049.849976,946.299988,1772.449951,942.400024,1307.550049,331.149994,2482.399902,1131.099976
2018/03/28,874.411438,1047.800049,943.049988,1767.550049,942.299988,1310.900024,326.850006,2485.300049,1120.400024
2018/04/02,884.565186,1096.550049,965.599976,1818.599976,944.099976,1335.949951,339.149994,2553.524902,1150.150024
2018/04/03,891.10321,1103.300049,957.950012,1834.25,931.950012,1330.400024,343.100006,2549.899902,1152.099976
2018/04/04,886.496887,1078.300049,941.625,1850.199951,904.349976,1296.150024,355.600006,2512.199951,1136
2018/04/05,899.671997,1118.300049,954.450012,1915.599976,920.049988,1328.800049,362.200012,2533.925049,1142.900024
2018/04/06,902.44574,1119.199951,961.700012,1937.599976,940.299988,1316.550049,364.100006,2589.125,1143.5
2018/04/09,907.398743,1118.25,969.525024,1944.25,960.650024,1327.900024,358.299988,2581.449951,1157.449951
2018/04/10,908.438904,1113.650024,960.424988,1926.050049,962.25,1349.900024,353.25,2567.125,1156.75
2018/04/11,922.109314,1126.099976,959.424988,1924.650024,979.950012,1352.75,355.799988,2567.675049,1155.849976
2018/04/12,919.979492,1134.599976,964.400024,1929.349976,976.049988,1357.449951,358.399994,2581.425049,1165.199951
2018/04/13,930.03418,1151.099976,962.5,1914.349976,987.150024,1354.849976,357.049988,2604.449951,1162.199951
2018/04/16,928.251099,1172.099976,971.049988,1943.300049,980.5,1368.099976,339.149994,2656.175049,1178.849976
2018/04/17,935.383484,1164.849976,974.25,1935.050049,997.599976,1359.550049,336.450012,2671.050049,1176
2018/04/18,929.1922,1153.949951,966.299988,1926.849976,977.099976,1360.099976,334.799988,2680.824951,1172.300049
2018/04/19,933.451782,1153.900024,969.5,1913.300049,952.75,1385,334.25,2697.899902,1165
2018/04/20,919.187012,1152.849976,977.950012,1880.400024,956.549988,1365.050049,336,2661.175049,1159.349976
2018/04/23,927.210938,1169,967.875,1899.349976,962.950012,1360,334.049988,2656.524902,1178.699951
2018/04/24,960.941223,1166,967.5,1917.800049,961.950012,1378,331.549988,2648.600098,1170.099976
2018/04/25,961.387024,1167.849976,960.375,1899.849976,960.849976,1362.900024,328.600006,2687.649902,1163.050049
2018/04/26,966.191467,1185.699951,965.125,1892.099976,969.5,1347.199951,330.25,2686.699951,1155.699951
2018/04/27,986.944763,1188.75,961.700012,1901.150024,970,1377.75,336.899994,2730.375,1181.599976
