Date,Open,High,Low,Close,Adj Close,Volume
2016-03-23,853.349976,856.900024,846.25,850,822.779602,917099
2016-03-28,850,857.450012,842.700012,845.400024,818.326904,1722071
2016-03-29,847.400024,860,845,856.099976,828.684143,1101097
2016-03-30,864,885,861.849976,881.849976,853.609436,1470782
2016-03-31,880.5,884.25,865.099976,868.400024,840.590332,1682214
2016-04-01,871,883.950012,865,870,842.138977,853331
2016-04-04,874,888.5,865.25,886.150024,857.771851,662760
2016-04-05,885.400024,885.400024,862,869.849976,841.993835,762479
2016-04-06,869.700012,875,860.650024,863.299988,835.653564,451307
2016-04-07,864,869,855.049988,858.25,830.765381,449770
2016-04-08,860,861.450012,849.599976,851.549988,824.280029,448087
2016-04-11,850,861.900024,842.75,860,832.459412,651373
2016-04-12,861.799988,870,859.5,866.900024,839.138489,433486
2016-04-13,870.5,876,866,874.349976,846.349731,692424
2016-04-18,884.25,886.549988,875,885.200012,856.852356,685762
2016-04-20,885,887.75,875.25,885.799988,857.433105,778272
2016-04-21,890,895,885.099976,889.150024,860.675903,702226
2016-04-22,885.700012,893.700012,869.400024,871.549988,843.639465,692414
2016-04-25,870.400024,870.400024,856,861.75,834.153259,587700
2016-04-26,864.200012,880,859.049988,876.900024,848.818115,694778
2016-04-27,875.700012,891,871,889.849976,861.353333,553126
2016-04-28,889.849976,894.5,870,873.099976,845.139709,1013142
2016-04-29,873,876,861.650024,866.25,838.509094,955985
2016-05-02,864,867.5,860.650024,864.799988,837.105591,199724
2016-05-03,869.5,886.900024,865.400024,872,844.075073,1073196
2016-05-04,872,879,864,873.599976,845.623718,469904
2016-05-05,874.099976,875.450012,862.450012,867.049988,839.283569,402567
2016-05-06,863.950012,890,861.5,889.049988,860.578918,1249025
2016-05-09,894.950012,913.900024,893.650024,906.599976,877.567017,1355429
2016-05-10,904.950012,908.25,893.450012,898.349976,869.581116,1034271
2016-05-11,892,919,887.5,907.849976,878.776917,2228431
2016-05-12,920,933.900024,917.200012,928.799988,899.056091,2382775
2016-05-13,928.75,948,927.599976,943.650024,913.430481,2285317
2016-05-16,948.950012,957.799988,945,952.650024,922.142334,1913343
2016-05-17,953.5,972,947.75,969.650024,938.598022,1770437
2016-05-18,969,971,952.450012,963.25,932.402832,1273835
2016-05-19,968.849976,968.849976,952.049988,956.799988,926.159424,1251713
2016-05-20,956,963,950.75,956,925.38501,972841
